     0  0.1500000E-02  0.3344300E-03 -0.5000000E-04
     0  0.1436509E-02  0.3610724E-03 -0.5000000E-04
     0  0.1500000E-02  0.4000000E-03 -0.5000000E-04
     0  0.1500000E-02  0.4000000E-03 -0.5000000E-04
     0  0.1436509E-02  0.3610724E-03 -0.5000000E-04
     0  0.1423828E-02  0.4000000E-03 -0.5000000E-04
     0  0.1500000E-02  0.3344300E-03 -0.5000000E-04
     0  0.1438634E-02  0.2965350E-03 -0.5000000E-04
     0  0.1436509E-02  0.3610724E-03 -0.5000000E-04
     0  0.1500000E-02  0.2634902E-03 -0.5000000E-04
     0  0.1438634E-02  0.2965350E-03 -0.5000000E-04
     0  0.1500000E-02  0.3344300E-03 -0.5000000E-04
     0  0.1427186E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1430715E-02 -0.3450646E-03 -0.5000000E-04
     0  0.1500000E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1500000E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1430715E-02 -0.3450646E-03 -0.5000000E-04
     0  0.1500000E-02 -0.3251849E-03 -0.5000000E-04
     0 -0.1427186E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1459572E-02  0.3506765E-03 -0.5000000E-04
     0 -0.1500000E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1500000E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1459572E-02  0.3506765E-03 -0.5000000E-04
     0 -0.1500000E-02  0.3605489E-03 -0.5000000E-04
     0 -0.1500000E-02  0.3605489E-03 -0.5000000E-04
     0 -0.1459572E-02  0.3506765E-03 -0.5000000E-04
     0 -0.1500000E-02  0.3251849E-03 -0.5000000E-04
     0  0.1385559E-02  0.4000000E-03 -0.5000000E-04
     0  0.1369498E-02  0.3357833E-03 -0.5000000E-04
     0  0.1347290E-02  0.4000000E-03 -0.5000000E-04
     0  0.1369498E-02  0.3357833E-03 -0.5000000E-04
     0  0.1438634E-02  0.2965350E-03 -0.5000000E-04
     0  0.1390513E-02  0.2651038E-03 -0.5000000E-04
     0  0.1500000E-02  0.1925504E-03 -0.5000000E-04
     0  0.1432048E-02  0.2189084E-03 -0.5000000E-04
     0  0.1500000E-02  0.2634902E-03 -0.5000000E-04
     0  0.1204120E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1239882E-02 -0.3575923E-03 -0.5000000E-04
     0  0.1241309E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1241309E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1239882E-02 -0.3575923E-03 -0.5000000E-04
     0  0.1278090E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1294848E-02 -0.3441519E-03 -0.5000000E-04
     0  0.1278090E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1239882E-02 -0.3575923E-03 -0.5000000E-04
     0  0.1278090E-02 -0.4000000E-03 -0.5000000E-04
     0  0.1294848E-02 -0.3441519E-03 -0.5000000E-04
     0  0.1315638E-02 -0.4000000E-03 -0.5000000E-04
     0 -0.1500000E-02 -0.1930511E-03 -0.5000000E-04
     0 -0.1434212E-02 -0.2436192E-03 -0.5000000E-04
     0 -0.1500000E-02 -0.2637406E-03 -0.5000000E-04
     0 -0.1385559E-02 -0.4000000E-03 -0.5000000E-04
     0 -0.1350602E-02 -0.3392827E-03 -0.5000000E-04
     0 -0.1347290E-02 -0.4000000E-03 -0.5000000E-04
     0 -0.1361534E-02 -0.2628430E-03 -0.5000000E-04
     0 -0.1402822E-02 -0.3345742E-03 -0.5000000E-04
     0 -0.1434212E-02 -0.2436192E-03 -0.5000000E-04
     0 -0.1402822E-02 -0.3345742E-03 -0.5000000E-04
     0 -0.1361534E-02 -0.2628430E-03 -0.5000000E-04
     0 -0.1350602E-02 -0.3392827E-03 -0.5000000E-04
     0 -0.1402822E-02 -0.3345742E-03 -0.5000000E-04
     0 -0.1423828E-02 -0.4000000E-03 -0.5000000E-04
     0 -0.1451913E-02 -0.3485962E-03 -0.5000000E-04
     0 -0.1241468E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1289372E-02  0.3541576E-03 -0.5000000E-04
     0 -0.1278090E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1278090E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1289372E-02  0.3541576E-03 -0.5000000E-04
     0 -0.1354372E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1500000E-02  0.2858919E-03 -0.5000000E-04
     0 -0.1447608E-02  0.2842700E-03 -0.5000000E-04
     0 -0.1500000E-02  0.2347260E-03 -0.5000000E-04
     0 -0.1500000E-02  0.3251849E-03 -0.5000000E-04
     0 -0.1447608E-02  0.2842700E-03 -0.5000000E-04
     0 -0.1500000E-02  0.2858919E-03 -0.5000000E-04
     0 -0.1390652E-02  0.2650122E-03 -0.5000000E-04
     0 -0.1438497E-02  0.2193589E-03 -0.5000000E-04
     0 -0.1447608E-02  0.2842700E-03 -0.5000000E-04
     0 -0.1438497E-02  0.2193589E-03 -0.5000000E-04
     0 -0.1500000E-02  0.2347260E-03 -0.5000000E-04
     0 -0.1447608E-02  0.2842700E-03 -0.5000000E-04
     0 -0.1500000E-02  0.2347260E-03 -0.5000000E-04
     0 -0.1438497E-02  0.2193589E-03 -0.5000000E-04
     0 -0.1500000E-02  0.1783276E-03 -0.5000000E-04
     0 -0.1354372E-02  0.4000000E-03 -0.5000000E-04
     0 -0.1382638E-02  0.3340553E-03 -0.5000000E-04
     0 -0.1427186E-02  0.4000000E-03 -0.5000000E-04
