         625          31
   0.1500000E-02   0.3344300E-03  -0.5000000E-04     31
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.4000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.5000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.7000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.8000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.9000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1100000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1200000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1300000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1400000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1500000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1600000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1700000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1800000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1900000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2100000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2200000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2300000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2400000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2500000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2600000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2700000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2800000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2900000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E+00
   0.1436509E-02   0.3610724E-03  -0.5000000E-04     31
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.4000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.5000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.7000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.8000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.9000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1100000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1200000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1300000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1400000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1500000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1600000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1700000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1800000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1900000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2100000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2200000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2300000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2400000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2500000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2600000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2700000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2800000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2900000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E+00
   0.1500000E-02   0.4000000E-03  -0.5000000E-04     31
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.4000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.5000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.7000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.8000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.9000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1100000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1200000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1300000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1400000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1500000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1600000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1700000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1800000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1900000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2100000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2200000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2300000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2400000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2500000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2600000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2700000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2800000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2900000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E+00
   0.1423828E-02   0.4000000E-03  -0.5000000E-04     31
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.4000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.5000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.7000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.8000000E-01
       0.0000000E+00   0.0000000E+00   0.0000000E+00   0.9000000E-01
