         764
   0.9971944E-03   0.7485529E-04  -0.2000000E-03
   0.9157792E-03   0.6010940E-04  -0.2000000E-03
   0.9357277E-03   0.1178130E-03  -0.2000000E-03
   0.9887934E-03   0.1492906E-03  -0.2000000E-03
   0.9347629E-03   0.7399470E-05  -0.2000000E-03
   0.1000000E-02   0.0000000E+00  -0.2000000E-03
   0.6811573E-03   0.5156405E-04  -0.2000000E-03
   0.6953763E-03   0.1301873E-03  -0.2000000E-03
   0.7386881E-03   0.7546654E-04  -0.2000000E-03
   0.7341813E-03  -0.1392570E-04  -0.2000000E-03
   0.8203658E-03   0.4402716E-03  -0.2000000E-03
   0.8648245E-03   0.5020742E-03  -0.2000000E-03
   0.8995530E-03   0.4368116E-03  -0.2000000E-03
   0.7901062E-03   0.5020707E-03  -0.2000000E-03
   0.8250448E-03   0.5650673E-03  -0.2000000E-03
   0.7577552E-03   0.3897394E-03  -0.2000000E-03
   0.8476488E-03   0.3818468E-03  -0.2000000E-03
   0.9299862E-03   0.3675943E-03  -0.2000000E-03
   0.6170930E-03   0.3844608E-04  -0.2000000E-03
   0.5589840E-03   0.3415203E-04  -0.2000000E-03
   0.5639684E-03   0.9231669E-04  -0.2000000E-03
   0.6299289E-03   0.1057852E-03  -0.2000000E-03
   0.5787473E-03   0.1431369E-03  -0.2000000E-03
   0.6399222E-03   0.1826954E-03  -0.2000000E-03
   0.8681920E-03  -0.3638302E-03  -0.2000000E-03
   0.9318893E-03  -0.3627427E-03  -0.2000000E-03
   0.9016705E-03  -0.4324237E-03  -0.2000000E-03
   0.8298805E-03  -0.2915838E-03  -0.2000000E-03
   0.8491308E-03  -0.2112174E-03  -0.2000000E-03
   0.8923640E-03  -0.2966595E-03  -0.2000000E-03
   0.9568386E-03  -0.2906198E-03  -0.2000000E-03
   0.8380106E-03  -0.4331187E-03  -0.2000000E-03
   0.8672309E-03  -0.4979061E-03  -0.2000000E-03
   0.7663739E-03  -0.2242268E-03  -0.2000000E-03
   0.4997609E-03   0.1677883E-04  -0.2000000E-03
   0.5467914E-03  -0.2945478E-04  -0.2000000E-03
   0.7929106E-03   0.3048186E-04  -0.2000000E-03
   0.6693236E-03  -0.2412868E-04  -0.2000000E-03
   0.6379699E-03  -0.1038338E-03  -0.2000000E-03
   0.5991956E-03  -0.2901284E-04  -0.2000000E-03
   0.9156252E-03  -0.2382927E-03  -0.2000000E-03
   0.9756445E-03  -0.2193575E-03  -0.2000000E-03
   0.9211800E-03  -0.1731837E-03  -0.2000000E-03
   0.9894866E-03  -0.1446246E-03  -0.2000000E-03
   0.7892138E-03  -0.1417631E-03  -0.2000000E-03
   0.7116939E-03  -0.1536008E-03  -0.2000000E-03
   0.4945620E-03  -0.7929010E-03  -0.2000000E-03
   0.5660426E-03  -0.8243760E-03  -0.2000000E-03
   0.5030478E-03  -0.8642586E-03  -0.2000000E-03
   0.4294402E-03  -0.7682725E-03  -0.2000000E-03
